user_id,full_name,email,password_hash,role,city,household_size,created_at
392,User_392,user392@example.com,hashed_password,household,Chennai,6,2024-05-25
393,User_393,user393@example.com,hashed_password,household,Hyderabad,1,2024-09-30
394,User_394,user394@example.com,hashed_password,household,Pune,6,2024-09-05
395,User_395,user395@example.com,hashed_password,household,Chennai,5,2024-02-22
396,User_396,user396@example.com,hashed_password,household,Mumbai,6,2024-09-13
397,User_397,user397@example.com,hashed_password,household,Delhi,5,2024-12-23
398,User_398,user398@example.com,hashed_password,household,Pune,3,2024-05-12
399,User_399,user399@example.com,hashed_password,household,Chennai,1,2024-11-23
400,User_400,user400@example.com,hashed_password,household,Mumbai,1,2024-06-19
401,User_401,user401@example.com,hashed_password,household,Chennai,4,2024-11-04
402,User_402,user402@example.com,hashed_password,household,Hyderabad,3,2024-08-06
403,User_403,user403@example.com,hashed_password,household,Bengaluru,1,2024-07-21
404,User_404,user404@example.com,hashed_password,household,Chennai,6,2024-11-04
405,User_405,user405@example.com,hashed_password,household,Delhi,5,2024-03-18
406,User_406,user406@example.com,hashed_password,household,Bengaluru,4,2024-07-27
407,User_407,user407@example.com,hashed_password,household,Chennai,1,2024-05-19
408,User_408,user408@example.com,hashed_password,household,Mumbai,6,2024-03-21
409,User_409,user409@example.com,hashed_password,household,Kolkata,3,2024-02-14
410,User_410,user410@example.com,hashed_password,household,Delhi,3,2024-02-14
411,User_411,user411@example.com,hashed_password,household,Bengaluru,1,2024-01-06
412,User_412,user412@example.com,hashed_password,household,Mumbai,2,2024-08-25
413,User_413,user413@example.com,hashed_password,household,Mumbai,6,2024-12-22
414,User_414,user414@example.com,hashed_password,household,Delhi,3,2024-08-02
415,User_415,user415@example.com,hashed_password,household,Hyderabad,5,2024-11-30
416,User_416,user416@example.com,hashed_password,household,Pune,6,2024-05-13
417,User_417,user417@example.com,hashed_password,household,Delhi,4,2024-12-13
418,User_418,user418@example.com,hashed_password,household,Mumbai,4,2024-04-19
419,User_419,user419@example.com,hashed_password,household,Kolkata,1,2024-07-27
420,User_420,user420@example.com,hashed_password,household,Kolkata,4,2024-01-13
421,User_421,user421@example.com,hashed_password,household,Pune,5,2024-03-11
422,User_422,user422@example.com,hashed_password,household,Mumbai,1,2024-10-06
423,User_423,user423@example.com,hashed_password,household,Bengaluru,5,2024-07-02
424,User_424,user424@example.com,hashed_password,household,Kolkata,2,2024-01-25
425,User_425,user425@example.com,hashed_password,household,Delhi,5,2024-01-09
426,User_426,user426@example.com,hashed_password,household,Hyderabad,5,2024-03-03
427,User_427,user427@example.com,hashed_password,household,Delhi,5,2024-11-08
428,User_428,user428@example.com,hashed_password,household,Pune,6,2024-08-06
429,User_429,user429@example.com,hashed_password,household,Bengaluru,4,2024-06-23
430,User_430,user430@example.com,hashed_password,household,Bengaluru,6,2024-09-28
431,User_431,user431@example.com,hashed_password,household,Chennai,3,2024-12-09
432,User_432,user432@example.com,hashed_password,household,Pune,6,2024-02-09
433,User_433,user433@example.com,hashed_password,household,Bengaluru,3,2024-10-27
434,User_434,user434@example.com,hashed_password,household,Mumbai,3,2024-11-15
435,User_435,user435@example.com,hashed_password,household,Bengaluru,4,2024-05-14
436,User_436,user436@example.com,hashed_password,household,Bengaluru,2,2024-12-26
437,User_437,user437@example.com,hashed_password,household,Mumbai,4,2024-12-10
438,User_438,user438@example.com,hashed_password,household,Delhi,2,2024-01-14
439,User_439,user439@example.com,hashed_password,household,Chennai,3,2024-07-22
440,User_440,user440@example.com,hashed_password,household,Pune,4,2024-07-17
441,User_441,user441@example.com,hashed_password,household,Bengaluru,2,2024-10-21
442,User_442,user442@example.com,hashed_password,household,Mumbai,3,2024-06-24
443,User_443,user443@example.com,hashed_password,household,Kolkata,1,2024-03-19
444,User_444,user444@example.com,hashed_password,household,Pune,5,2024-10-08
445,User_445,user445@example.com,hashed_password,household,Delhi,2,2024-07-06
446,User_446,user446@example.com,hashed_password,household,Bengaluru,3,2024-06-20
447,User_447,user447@example.com,hashed_password,household,Mumbai,3,2024-04-28
448,User_448,user448@example.com,hashed_password,household,Hyderabad,1,2024-09-01
449,User_449,user449@example.com,hashed_password,household,Pune,6,2024-06-21
450,User_450,user450@example.com,hashed_password,household,Delhi,1,2024-07-29
451,User_451,user451@example.com,hashed_password,household,Kolkata,3,2024-09-27
452,User_452,user452@example.com,hashed_password,household,Delhi,6,2024-10-27
453,User_453,user453@example.com,hashed_password,household,Bengaluru,5,2024-01-27
454,User_454,user454@example.com,hashed_password,household,Pune,2,2024-02-02
455,User_455,user455@example.com,hashed_password,household,Bengaluru,6,2024-04-15
456,User_456,user456@example.com,hashed_password,household,Chennai,4,2024-04-16
457,User_457,user457@example.com,hashed_password,household,Hyderabad,2,2024-12-24
458,User_458,user458@example.com,hashed_password,household,Pune,4,2024-03-08
459,User_459,user459@example.com,hashed_password,household,Bengaluru,5,2024-10-02
460,User_460,user460@example.com,hashed_password,household,Chennai,4,2024-03-02
461,User_461,user461@example.com,hashed_password,household,Delhi,3,2024-02-13
462,User_462,user462@example.com,hashed_password,household,Kolkata,3,2024-11-24
463,User_463,user463@example.com,hashed_password,household,Pune,1,2024-10-20
464,User_464,user464@example.com,hashed_password,household,Pune,4,2024-06-25
465,User_465,user465@example.com,hashed_password,household,Chennai,4,2024-10-10
466,User_466,user466@example.com,hashed_password,household,Mumbai,3,2024-07-11
467,User_467,user467@example.com,hashed_password,household,Pune,2,2024-10-04
468,User_468,user468@example.com,hashed_password,household,Pune,5,2024-03-15
469,User_469,user469@example.com,hashed_password,household,Mumbai,3,2024-04-09
470,User_470,user470@example.com,hashed_password,household,Delhi,6,2024-07-14
471,User_471,user471@example.com,hashed_password,household,Pune,1,2024-06-14
472,User_472,user472@example.com,hashed_password,household,Chennai,2,2024-04-16
473,User_473,user473@example.com,hashed_password,household,Kolkata,5,2024-03-29
474,User_474,user474@example.com,hashed_password,household,Pune,2,2024-11-11
475,User_475,user475@example.com,hashed_password,household,Bengaluru,6,2024-07-08
476,User_476,user476@example.com,hashed_password,household,Kolkata,3,2024-04-16
477,User_477,user477@example.com,hashed_password,household,Mumbai,4,2024-08-03
478,User_478,user478@example.com,hashed_password,household,Mumbai,3,2024-05-23
479,User_479,user479@example.com,hashed_password,household,Bengaluru,4,2024-12-10
480,User_480,user480@example.com,hashed_password,household,Pune,6,2024-07-21
481,User_481,user481@example.com,hashed_password,household,Chennai,2,2024-05-31
482,User_482,user482@example.com,hashed_password,household,Chennai,3,2024-03-01
483,User_483,user483@example.com,hashed_password,household,Mumbai,5,2024-08-30
484,User_484,user484@example.com,hashed_password,household,Delhi,6,2024-11-27
485,User_485,user485@example.com,hashed_password,household,Hyderabad,2,2024-05-10
486,User_486,user486@example.com,hashed_password,household,Delhi,2,2024-09-10
487,User_487,user487@example.com,hashed_password,household,Delhi,5,2024-01-31
488,User_488,user488@example.com,hashed_password,household,Mumbai,3,2024-08-23
489,User_489,user489@example.com,hashed_password,household,Pune,4,2024-12-18
490,User_490,user490@example.com,hashed_password,household,Hyderabad,2,2024-10-03
491,User_491,user491@example.com,hashed_password,household,Mumbai,2,2024-02-22
492,User_492,user492@example.com,hashed_password,household,Hyderabad,5,2024-05-07
493,User_493,user493@example.com,hashed_password,household,Bengaluru,1,2024-05-12
494,User_494,user494@example.com,hashed_password,household,Hyderabad,4,2024-02-03
495,User_495,user495@example.com,hashed_password,household,Chennai,5,2024-04-11
496,User_496,user496@example.com,hashed_password,household,Mumbai,1,2024-05-30
497,User_497,user497@example.com,hashed_password,household,Pune,1,2024-03-22
498,User_498,user498@example.com,hashed_password,household,Chennai,6,2024-08-14
499,User_499,user499@example.com,hashed_password,household,Mumbai,3,2024-11-12
500,User_500,user500@example.com,hashed_password,household,Mumbai,5,2024-09-24
